worker_id,module,scenario,correct_actions,wrong_actions,unsafe_actions,critical_errors,response_time,completion,score,attempts,competency
W1065,gas,confined_space,5,1,0,0,6.51,1,91.4,2,1
W1066,machinery,lathe_entrapment,8,0,0,0,6.75,1,78.8,2,1
W1067,fire,electrical_fire,5,1,0,0,3.01,1,93.9,2,1
W1068,fire,structural_fire,5,0,0,0,3.94,1,84.1,3,1
W1069,gas,h2s_leak,1,4,3,2,6.46,0,25.2,4,0
W1070,machinery,lathe_entrapment,3,2,2,2,16.41,1,33.4,1,0
W1071,gas,confined_space,7,1,0,0,2.72,1,89.0,4,1
W1072,machinery,milling_nip,7,0,0,0,2.25,1,85.9,1,1
W1073,gas,h2s_leak,7,1,0,0,3.4,1,86.3,1,1
W1074,machinery,lathe_entrapment,1,2,2,2,15.06,1,29.4,1,0
W1075,gas,confined_space,6,1,0,0,5.7,1,92.5,1,1
W1076,gas,methane_leak,8,0,0,0,5.9,1,87.1,2,1
W1077,machinery,conveyor_pinch,6,0,0,0,3.25,1,85.5,2,1
W1078,gas,confined_space,8,1,0,0,5.18,1,77.8,2,1
W1079,fire,electrical_fire,8,0,0,0,6.8,1,85.9,3,1
W1000,machinery,milling_nip,7,0,0,0,3.43,1,83.9,3,1
W1001,fire,structural_fire,4,3,1,0,14.15,1,52.3,2,0
W1002,machinery,conveyor_pinch,3,2,3,1,7.91,1,44.9,4,0
W1003,machinery,lathe_entrapment,8,1,0,0,4.29,1,80.0,3,1
W1004,gas,confined_space,4,3,1,0,10.49,1,70.3,4,1
W1005,gas,h2s_leak,7,1,0,0,5.2,1,94.8,1,1
W1006,gas,confined_space,6,0,0,0,6.03,1,93.5,3,1
W1007,machinery,milling_nip,6,1,1,0,13.98,1,67.3,3,0
W1008,gas,h2s_leak,4,5,1,0,14.75,0,56.5,4,0
W1009,machinery,milling_nip,4,3,0,0,8.35,1,69.2,3,0
W1010,machinery,milling_nip,2,4,1,1,9.62,1,34.7,2,0
W1011,gas,h2s_leak,5,1,1,0,6.43,1,70.7,3,1
W1012,machinery,lathe_entrapment,6,0,0,0,6.34,1,83.8,1,1
W1013,gas,h2s_leak,2,3,1,0,14.74,1,43.4,1,0
W1014,machinery,conveyor_pinch,6,1,0,0,5.17,1,75.1,1,1
W1015,gas,methane_leak,4,2,0,0,7.04,1,68.9,2,0
W1016,gas,h2s_leak,2,2,1,1,14.5,0,51.2,4,0
W1017,machinery,conveyor_pinch,6,3,0,0,7.81,1,72.9,1,1
W1018,gas,methane_leak,7,0,0,0,2.33,1,76.1,1,1
W1019,gas,h2s_leak,6,1,0,0,6.98,1,86.3,3,1
W1020,fire,electrical_fire,6,0,0,0,3.06,1,75.5,4,1
W1021,machinery,conveyor_pinch,5,1,0,0,6.38,1,80.9,1,1
W1022,machinery,lathe_entrapment,4,3,0,0,11.23,1,65.2,1,0
W1023,machinery,conveyor_pinch,5,1,0,0,4.37,1,78.5,4,1
W1024,machinery,lathe_entrapment,5,1,0,0,5.11,1,91.1,1,1
W1025,gas,methane_leak,5,1,0,0,2.99,1,79.6,1,1
W1026,gas,confined_space,8,1,0,0,2.8,1,87.6,2,1
W1027,fire,structural_fire,5,0,0,0,5.36,1,95.9,4,1
W1028,machinery,lathe_entrapment,5,0,0,0,5.62,1,77.3,4,1
W1029,gas,confined_space,7,1,0,0,4.32,1,77.3,2,1
W1030,fire,electrical_fire,7,1,0,0,5.69,1,77.2,3,1
W1031,fire,electrical_fire,4,2,1,0,13.16,1,73.6,2,1
W1032,gas,confined_space,7,0,0,0,2.57,1,84.2,1,1
W1033,gas,h2s_leak,5,2,0,0,6.9,1,71.3,4,1
W1034,fire,electrical_fire,8,1,0,0,2.91,1,83.7,1,1
W1035,gas,confined_space,4,3,2,0,19.36,0,61.3,1,0
W1036,gas,methane_leak,7,0,0,0,5.52,1,90.6,1,1
W1037,machinery,lathe_entrapment,3,3,3,1,10.63,0,36.9,2,0
W1038,machinery,lathe_entrapment,5,0,0,0,5.22,1,78.6,4,1
W1039,gas,h2s_leak,8,1,0,0,3.2,1,97.3,2,1
W1040,fire,structural_fire,5,2,0,0,6.63,1,69.0,2,0
W1041,machinery,milling_nip,3,4,1,0,19.85,0,42.5,1,0
W1042,gas,methane_leak,4,5,2,0,19.12,0,55.7,1,0
W1043,gas,h2s_leak,2,4,2,0,16.48,1,57.2,3,0
W1044,gas,confined_space,6,0,0,0,3.71,1,94.1,4,1
W1045,gas,confined_space,2,3,2,0,13.12,1,42.6,3,0
W1046,machinery,conveyor_pinch,8,0,0,0,4.29,1,93.0,2,1
W1047,machinery,milling_nip,2,5,1,0,18.18,1,51.0,1,0
W1048,machinery,lathe_entrapment,1,4,3,1,12.19,1,49.4,2,0
W1049,gas,confined_space,4,3,0,0,6.83,1,70.9,2,1
W1050,machinery,milling_nip,6,1,0,0,3.99,1,82.9,4,1
W1051,gas,h2s_leak,7,1,0,0,5.56,1,96.5,2,1
W1052,machinery,conveyor_pinch,7,1,0,0,6.61,1,78.1,2,1
W1053,machinery,lathe_entrapment,6,3,1,0,11.68,1,71.8,2,1
W1054,machinery,milling_nip,6,2,1,0,12.47,1,69.7,4,0
W1055,fire,chemical_fire,5,0,0,0,3.33,1,93.1,2,1
W1056,gas,confined_space,5,1,0,0,3.02,1,87.4,3,1
W1057,gas,h2s_leak,6,3,0,0,11.94,1,70.1,1,1
W1058,fire,structural_fire,4,2,1,0,9.33,1,72.1,3,1
W1059,machinery,milling_nip,7,0,0,0,5.1,1,93.0,1,1
W1060,gas,methane_leak,4,5,1,0,18.21,0,47.1,3,0
W1061,fire,structural_fire,6,0,0,0,3.89,1,84.9,1,1
W1062,machinery,milling_nip,7,0,0,0,3.65,1,91.3,2,1
W1063,fire,electrical_fire,3,2,3,2,11.38,1,22.6,2,0
W1064,machinery,milling_nip,3,2,3,1,10.41,1,23.2,2,0
W1065,fire,electrical_fire,7,0,0,0,6.75,1,89.2,3,1
W1066,gas,confined_space,7,1,0,0,3.2,1,89.8,1,1
W1067,machinery,conveyor_pinch,5,2,0,0,9.09,1,69.9,1,0
W1068,gas,methane_leak,6,2,1,0,6.35,1,73.1,3,1
W1069,fire,chemical_fire,1,4,3,1,13.15,0,43.5,1,0
W1070,fire,structural_fire,2,5,2,0,17.17,0,57.9,4,0
W1071,fire,electrical_fire,2,3,1,0,12.43,1,53.4,4,0
W1072,machinery,conveyor_pinch,8,1,0,0,4.17,1,75.4,3,1
W1073,machinery,conveyor_pinch,6,1,0,0,11.61,1,65.7,1,0
W1074,machinery,conveyor_pinch,3,5,1,0,14.25,1,49.2,3,0
W1075,machinery,conveyor_pinch,6,0,0,0,5.73,1,93.3,4,1
W1076,machinery,milling_nip,7,0,0,0,4.77,1,87.8,2,1
W1077,fire,electrical_fire,5,3,0,0,8.44,1,71.7,1,1
W1078,machinery,milling_nip,6,0,0,0,2.92,1,89.2,2,1
W1079,gas,methane_leak,5,1,0,0,5.22,1,76.7,1,1
W1000,machinery,conveyor_pinch,8,1,0,0,3.79,1,90.4,3,1
W1001,fire,electrical_fire,4,2,1,0,9.61,1,70.5,3,1
W1002,gas,confined_space,5,2,1,0,7.35,1,67.8,2,0
W1003,fire,structural_fire,7,0,0,0,5.4,1,82.6,4,1
W1004,gas,h2s_leak,7,1,0,0,4.76,1,79.0,4,1
W1005,machinery,conveyor_pinch,2,5,1,0,14.11,0,57.5,3,0
W1006,fire,structural_fire,4,4,1,0,19.25,1,53.0,1,0
W1007,machinery,milling_nip,6,1,0,0,2.67,1,86.5,2,1
W1008,fire,chemical_fire,6,1,0,0,12.06,1,66.3,3,0
W1009,fire,electrical_fire,3,4,1,0,13.75,1,45.6,2,0
W1010,gas,h2s_leak,6,1,0,0,3.94,1,96.1,2,1
W1011,fire,electrical_fire,7,1,0,0,4.89,1,88.1,3,1
W1012,gas,confined_space,5,1,0,0,3.88,1,95.9,4,1
W1013,machinery,milling_nip,3,4,2,0,19.1,0,52.0,3,0
W1014,fire,chemical_fire,7,0,0,0,2.75,1,78.6,2,1
W1015,machinery,lathe_entrapment,5,2,0,0,9.85,1,69.3,1,0
W1016,fire,structural_fire,5,1,0,0,6.35,1,70.2,2,1
W1017,fire,electrical_fire,2,3,1,0,14.07,0,52.4,1,0
W1018,gas,confined_space,4,5,2,0,19.58,0,50.8,1,0
W1019,gas,h2s_leak,8,0,0,0,5.97,1,93.9,2,1
W1020,fire,structural_fire,7,1,0,0,4.98,1,76.6,3,1
